bond_id,trade_date,trade_price,yield,quantity,buyer_type
BOND0744,2021-08-26,111.38,5.3,6,Retail
BOND0744,2021-09-09,113.61,5.22,9,Institutional
BOND0744,2022-07-13,102.47,5.72,25,Municipal
BOND0744,2023-09-09,103.94,5.64,23,Institutional
BOND1776,2020-01-01,114.4,3.45,28,Institutional
BOND1776,2020-01-07,113.7,3.45,29,Institutional
BOND1776,2020-01-07,106.79,3.55,35,Institutional
BOND1776,2020-01-11,108.14,3.69,35,Institutional
BOND0259,2021-02-04,98.52,3.96,5,Retail
BOND0259,2021-09-11,96.99,3.92,15,Institutional
BOND0259,2022-07-12,87.67,4.14,10,Retail
BOND1159,2020-01-23,103.04,1.76,1,Retail
BOND1159,2020-04-07,110.26,1.62,29,Institutional
BOND1159,2020-07-15,107.27,1.53,24,Municipal
BOND1159,2021-01-08,107.29,1.9,2,Retail
BOND1159,2021-01-20,107.77,1.73,38,Institutional
BOND1159,2021-06-14,108.32,1.68,43,Institutional
BOND1159,2021-10-09,108.0,1.94,81,Municipal
BOND1159,2021-12-16,104.9,1.97,35,Institutional
BOND1510,2021-01-10,96.37,2.31,14,Institutional
BOND1510,2021-11-17,97.46,2.19,5,Institutional
BOND1510,2023-04-01,86.25,2.54,8,Retail
BOND1510,2023-05-30,88.09,2.45,12,Institutional
BOND1510,2023-09-19,87.85,2.41,5,Institutional
BOND1510,2024-01-16,87.65,2.42,10,Retail
BOND1510,2024-11-03,89.94,2.51,16,Institutional
BOND0598,2020-01-14,111.84,2.2,25,Institutional
BOND0598,2020-04-15,106.49,2.13,49,Municipal
BOND0598,2021-01-15,113.47,2.0,37,Institutional
BOND0598,2022-05-07,103.44,2.25,3,Retail
BOND0598,2022-05-20,105.07,2.37,41,Institutional
BOND0598,2022-09-21,103.71,2.34,3,Retail
BOND1717,2020-03-23,98.6,3.18,46,Institutional
BOND1717,2020-11-06,93.41,3.34,12,Institutional
BOND1717,2021-10-27,99.85,3.18,42,Institutional
BOND1717,2022-11-07,92.69,3.14,38,Institutional
BOND1717,2022-12-01,91.28,3.38,14,Institutional
BOND0389,2020-03-15,85.84,2.92,10,Retail
BOND0389,2021-04-17,96.79,2.88,50,Institutional
BOND0389,2024-11-09,86.7,3.01,15,Institutional
BOND0532,2020-02-25,110.76,4.94,10,Retail
BOND0532,2021-11-08,111.0,4.81,6,Retail
BOND0532,2023-09-01,106.79,5.11,32,Institutional
BOND0532,2024-02-23,104.04,5.09,6,Retail
BOND0532,2024-06-05,105.29,5.17,44,Institutional
BOND0968,2020-03-04,109.81,5.62,11,Institutional
BOND0968,2021-09-05,105.76,6.01,25,Institutional
BOND0968,2023-11-07,98.96,6.0,39,Institutional
BOND0594,2020-07-10,111.05,5.84,24,Institutional
BOND0594,2021-11-06,112.29,5.82,1,Retail
BOND0696,2020-04-02,103.74,4.16,17,Institutional
BOND0696,2021-11-17,98.97,4.46,46,Institutional
BOND0696,2023-04-29,91.35,4.78,29,Institutional
BOND0696,2023-11-16,91.02,4.67,38,Institutional
BOND0696,2024-03-07,92.18,4.81,19,Institutional
BOND1517,2021-06-26,107.86,3.63,8,Retail
BOND1517,2022-08-04,99.7,3.93,44,Institutional
BOND1879,2020-09-23,100.72,4.54,4,Retail
BOND1879,2022-09-17,90.62,5.04,36,Municipal
BOND1879,2022-10-19,96.71,4.74,34,Institutional
BOND1879,2022-11-09,90.09,5.08,10,Retail
BOND1879,2023-10-08,87.77,5.24,12,Institutional
BOND1879,2023-11-25,86.73,5.21,97,Municipal
BOND1879,2023-11-26,85.32,5.2,92,Municipal
BOND0530,2022-02-27,94.08,5.05,20,Institutional
BOND0530,2022-07-07,92.14,5.26,12,Institutional
BOND0530,2023-10-24,90.89,5.23,45,Institutional
BOND0530,2024-04-13,90.48,5.32,1,Retail
BOND0530,2024-10-21,89.61,5.31,1,Retail
BOND0530,2024-11-22,91.4,5.16,48,Institutional
BOND1353,2020-01-07,107.78,4.56,47,Institutional
BOND1353,2020-05-27,112.55,4.42,49,Institutional
BOND1353,2020-07-30,110.14,4.35,10,Retail
BOND1353,2020-10-19,110.17,4.38,5,Retail
BOND1353,2020-11-29,113.3,4.29,47,Institutional
BOND1353,2021-01-18,110.66,4.52,34,Institutional
BOND0280,2020-03-08,115.0,4.51,3,Retail
BOND0280,2020-04-08,110.35,4.66,30,Institutional
BOND0280,2020-04-30,108.88,4.74,35,Institutional
BOND0280,2020-10-12,112.0,4.64,46,Institutional
BOND0280,2020-10-12,112.19,4.55,38,Institutional
BOND0280,2020-12-10,111.13,4.67,6,Retail
BOND1765,2020-12-05,105.84,4.28,8,Retail
BOND1765,2021-01-03,106.31,4.24,9,Retail
BOND1765,2022-04-04,98.66,4.49,41,Institutional
BOND0682,2022-03-02,109.49,2.15,2,Retail
BOND0682,2022-08-08,106.91,2.43,4,Retail
BOND0682,2024-10-10,104.11,2.33,43,Institutional
BOND0682,2024-10-25,105.0,2.3,47,Institutional
BOND1540,2020-10-12,104.94,3.31,29,Institutional
BOND1540,2022-08-24,95.01,3.67,3,Retail
BOND1540,2023-01-23,96.27,3.74,37,Institutional
BOND1540,2023-03-12,98.59,3.5,45,Institutional
BOND1540,2023-06-10,95.66,3.52,10,Retail
BOND1133,2020-07-03,109.73,3.59,54,Municipal
BOND1133,2022-06-29,102.57,3.76,8,Institutional
BOND1133,2023-03-05,103.38,3.83,24,Municipal
BOND1133,2024-07-07,102.15,3.75,11,Institutional
BOND1133,2024-11-18,105.39,3.55,15,Institutional
BOND0186,2020-06-27,100.43,3.58,27,Institutional
BOND0186,2021-03-27,92.2,3.78,30,Institutional
BOND0186,2023-12-27,88.26,3.73,5,Retail
BOND0186,2024-05-08,88.53,3.89,20,Institutional
BOND0186,2024-07-06,87.95,3.69,11,Institutional
BOND0526,2020-10-15,96.2,3.77,3,Retail
BOND0526,2020-11-28,97.01,3.81,33,Municipal
BOND0526,2021-04-16,99.54,3.7,20,Institutional
BOND0526,2021-07-23,98.25,3.52,45,Municipal
BOND0526,2022-02-25,91.78,3.77,46,Institutional
BOND0526,2022-12-03,91.57,3.9,21,Institutional
BOND0526,2024-09-18,91.1,4.01,9,Retail
BOND1391,2020-10-28,105.57,3.11,50,Institutional
BOND1391,2021-01-18,109.93,2.87,8,Retail
BOND1391,2021-08-20,107.24,2.92,9,Institutional
BOND1391,2022-08-04,102.12,3.1,6,Institutional
BOND1391,2022-12-10,99.6,3.16,48,Institutional
BOND0840,2020-02-22,112.56,2.94,1,Retail
BOND0840,2020-11-15,110.36,2.88,10,Retail
BOND0840,2021-01-06,109.59,2.96,8,Retail
BOND0840,2022-06-06,105.31,3.17,44,Institutional
BOND0840,2022-09-16,106.33,3.19,7,Retail
BOND0840,2023-09-30,105.99,3.03,8,Retail
BOND0317,2021-02-06,100.05,4.6,1,Retail
BOND0317,2022-04-05,90.08,5.04,97,Municipal
BOND0317,2024-02-03,88.66,4.91,6,Retail
BOND1800,2021-10-15,108.9,3.55,9,Institutional
BOND1800,2021-11-22,106.91,3.48,13,Institutional
BOND1800,2022-03-03,106.86,3.53,7,Retail
BOND1800,2023-08-09,100.26,3.82,9,Retail
BOND1800,2024-09-27,101.14,3.58,6,Retail
BOND1775,2022-01-11,107.3,2.93,90,Municipal
BOND1775,2022-01-25,106.01,3.11,1,Retail
BOND1775,2023-03-21,103.26,3.06,5,Retail
BOND1775,2023-07-20,103.32,3.07,25,Institutional
BOND0957,2020-09-06,98.92,3.72,10,Municipal
BOND0957,2021-03-01,100.26,3.79,10,Retail
BOND0957,2021-12-25,100.95,3.68,20,Institutional
BOND0957,2022-01-20,94.43,3.98,16,Municipal
BOND0957,2022-05-05,94.47,3.91,28,Institutional
BOND0957,2022-05-10,94.87,3.9,8,Institutional
BOND0957,2022-08-11,91.14,4.08,39,Institutional
BOND0957,2024-09-02,91.11,4.21,1,Retail
BOND1009,2020-01-16,99.2,5.31,50,Institutional
BOND1009,2020-05-28,102.42,5.11,3,Retail
BOND0663,2021-02-23,98.71,5.96,32,Institutional
BOND0663,2022-04-03,92.65,6.49,40,Institutional
BOND0663,2022-10-02,95.87,6.13,10,Retail
BOND0663,2023-07-05,88.71,6.29,13,Institutional
BOND1459,2020-11-16,100.42,2.46,5,Institutional
BOND1459,2020-12-29,108.7,2.27,30,Institutional
BOND1244,2020-12-10,101.37,2.34,18,Institutional
BOND1244,2020-12-18,100.33,2.33,8,Retail
BOND1244,2021-03-15,94.54,2.57,20,Institutional
BOND1244,2021-08-31,95.75,2.4,40,Institutional
BOND1244,2022-12-16,92.55,2.7,12,Institutional
BOND1244,2023-01-11,89.47,2.73,9,Retail
BOND1244,2023-06-10,88.2,2.58,28,Municipal
BOND1244,2023-07-04,89.04,2.5,26,Institutional
BOND1436,2020-03-19,100.11,3.2,7,Retail
BOND1436,2021-01-04,101.82,3.01,6,Institutional
BOND1436,2022-03-12,97.57,3.37,28,Institutional
BOND1436,2022-08-18,92.27,3.42,23,Institutional
BOND1436,2022-09-18,93.19,3.49,74,Municipal
BOND1436,2023-05-28,91.54,3.51,40,Institutional
BOND1436,2023-09-27,93.06,3.42,48,Institutional
BOND1436,2024-05-07,92.95,3.31,41,Institutional
BOND0300,2020-09-04,114.84,2.43,6,Retail
BOND0300,2021-09-05,111.46,2.47,6,Retail
BOND0300,2023-10-04,106.91,2.62,37,Institutional
BOND0300,2024-10-17,104.75,2.59,2,Retail
BOND0300,2024-12-05,106.92,2.53,11,Institutional
BOND1506,2021-08-27,102.65,2.95,5,Institutional
BOND1506,2022-09-29,100.63,2.95,49,Institutional
BOND1506,2023-12-12,99.53,3.13,7,Institutional
BOND1506,2024-04-21,98.03,3.11,12,Institutional
BOND1506,2024-11-23,98.74,2.99,39,Institutional
BOND1456,2020-07-05,106.29,2.71,40,Municipal
BOND1456,2022-03-18,99.55,2.8,14,Institutional
BOND1456,2022-08-31,92.91,3.27,1,Retail
BOND1456,2022-11-30,98.26,2.89,11,Institutional
BOND1456,2023-08-22,96.39,2.89,6,Retail
BOND1038,2020-10-12,94.24,2.93,61,Municipal
BOND1038,2023-02-06,89.66,3.09,10,Institutional
BOND1038,2023-04-14,91.06,2.99,47,Institutional
BOND1038,2024-03-07,90.9,3.05,23,Institutional
BOND0155,2021-05-25,105.64,5.2,18,Municipal
BOND0155,2021-12-29,103.41,5.31,7,Retail
BOND0155,2022-05-01,98.66,5.55,54,Municipal
BOND0155,2023-03-22,98.13,5.52,7,Retail
BOND0066,2022-06-11,102.85,3.65,15,Institutional
BOND0066,2023-10-27,101.82,3.73,4,Retail
BOND0066,2023-10-29,101.29,3.72,35,Institutional
BOND0066,2023-11-07,100.76,3.79,35,Institutional
BOND0066,2024-03-13,102.4,3.8,33,Municipal
BOND0066,2024-06-25,101.87,3.72,43,Institutional
BOND1989,2022-06-14,100.78,2.77,18,Institutional
BOND1989,2022-11-11,105.27,2.61,39,Municipal
BOND1989,2022-12-17,100.08,2.68,29,Institutional
BOND1989,2023-02-22,100.9,2.77,44,Institutional
BOND1199,2020-06-12,106.1,3.08,1,Retail
BOND1199,2020-07-10,109.09,2.99,8,Retail
BOND1199,2020-09-26,104.23,3.06,37,Institutional
BOND1199,2022-06-05,101.63,3.13,1,Retail
BOND1199,2022-07-14,101.29,3.2,23,Institutional
BOND1199,2024-03-10,99.6,3.38,4,Retail
BOND1423,2020-02-19,115.0,3.89,8,Institutional
BOND1423,2021-04-05,110.81,3.94,17,Institutional
BOND1423,2022-11-14,102.49,4.24,12,Institutional
BOND1423,2023-08-09,103.61,4.23,58,Municipal
BOND1423,2023-09-29,102.97,4.23,7,Retail
BOND0305,2022-07-02,88.65,3.94,2,Retail
BOND0305,2023-02-06,88.07,3.97,55,Municipal
BOND0305,2023-10-12,91.71,3.77,30,Institutional
BOND0305,2023-11-10,87.79,4.09,18,Municipal
BOND0305,2024-11-18,90.95,3.92,11,Institutional
BOND0210,2022-02-01,98.8,4.0,42,Institutional
BOND0210,2022-04-25,97.81,3.88,7,Retail
BOND0210,2024-01-25,98.46,3.85,25,Institutional
BOND1607,2023-02-15,91.34,3.43,8,Retail
BOND1607,2023-04-06,90.74,3.69,7,Retail
BOND1607,2023-04-10,90.99,3.61,49,Institutional
BOND1607,2024-11-19,92.39,3.66,3,Retail
BOND1352,2023-08-05,93.99,2.88,2,Retail
BOND1352,2024-08-01,92.76,2.89,18,Institutional
BOND1352,2024-09-05,94.14,2.92,5,Retail
BOND1352,2024-12-13,93.79,2.9,9,Retail
BOND1217,2022-03-21,94.33,2.97,8,Retail
BOND1217,2023-12-17,87.91,3.16,16,Institutional
BOND1214,2020-02-10,99.25,3.19,6,Institutional
BOND1214,2020-03-21,107.46,3.05,15,Institutional
BOND1214,2020-04-28,106.0,3.14,17,Institutional
BOND1214,2020-04-30,101.47,3.1,13,Institutional
BOND1214,2020-05-26,108.12,3.07,11,Institutional
BOND0121,2020-07-05,109.21,3.23,29,Institutional
BOND0121,2020-12-14,108.42,3.23,36,Municipal
BOND0121,2021-08-16,113.44,2.97,23,Institutional
BOND0121,2022-11-30,104.39,3.31,7,Institutional
BOND0121,2024-01-21,101.79,3.35,4,Retail
BOND1682,2020-10-19,94.6,3.79,77,Municipal
BOND1682,2021-03-28,91.68,3.98,4,Retail
BOND1682,2022-03-10,90.34,4.12,99,Municipal
BOND1682,2022-04-01,89.46,4.02,38,Institutional
BOND0413,2020-04-10,105.23,3.9,40,Institutional
BOND0413,2020-06-16,104.49,4.04,9,Institutional
BOND0413,2020-07-16,99.14,4.31,37,Institutional
BOND0413,2020-08-08,102.93,4.15,17,Institutional
BOND0413,2020-08-28,106.66,3.85,26,Institutional
BOND0912,2021-12-09,110.37,3.04,16,Institutional
BOND0912,2023-07-19,101.86,3.19,10,Retail
BOND0912,2023-12-19,101.75,3.2,33,Institutional
BOND0912,2023-12-29,101.43,3.22,29,Institutional
BOND0579,2021-08-08,94.54,4.11,13,Institutional
BOND0579,2022-02-21,91.25,4.33,6,Institutional
BOND0579,2022-04-22,88.06,4.46,45,Institutional
BOND0579,2022-07-27,87.59,4.34,43,Institutional
BOND0579,2023-11-28,87.66,4.53,7,Retail
BOND0579,2024-03-08,86.36,4.61,6,Retail
BOND0528,2021-10-27,97.19,4.77,22,Institutional
BOND0528,2022-05-19,91.01,4.83,10,Retail
BOND0528,2023-04-15,89.49,4.94,10,Retail
BOND0528,2023-04-30,88.57,4.92,40,Institutional
BOND0528,2024-12-18,89.97,5.1,2,Retail
BOND1330,2020-05-05,108.57,2.46,48,Institutional
BOND1330,2020-06-06,112.85,2.32,3,Retail
BOND1330,2020-07-23,112.34,2.56,17,Municipal
BOND1330,2020-08-04,111.59,2.54,42,Institutional
BOND1330,2020-08-26,109.26,2.34,48,Institutional
BOND1933,2024-04-01,91.97,3.18,7,Retail
BOND1933,2024-06-24,92.41,3.13,44,Institutional
BOND1933,2024-10-30,92.52,3.03,19,Institutional
BOND0131,2020-08-11,91.87,5.33,3,Retail
BOND0131,2020-10-27,88.87,5.37,43,Institutional
BOND1138,2021-07-09,101.65,3.6,7,Retail
BOND1138,2022-01-18,96.8,3.77,33,Institutional
BOND1138,2024-05-16,92.09,3.82,21,Institutional
BOND1724,2020-01-29,102.67,2.26,21,Institutional
BOND1724,2020-08-04,103.79,2.25,6,Institutional
BOND1724,2022-06-07,106.45,2.14,9,Retail
BOND1724,2022-11-25,101.42,2.17,13,Institutional
BOND1724,2023-01-07,99.29,2.22,5,Retail
BOND1724,2023-05-04,98.8,2.44,25,Institutional
BOND1647,2020-02-29,105.33,3.31,37,Institutional
BOND1647,2020-03-26,107.75,3.28,26,Institutional
BOND1647,2020-04-04,101.3,3.48,43,Institutional
BOND1647,2020-05-04,103.49,3.38,33,Institutional
BOND1647,2020-05-20,102.36,3.36,10,Retail
BOND1647,2020-09-14,105.81,3.42,28,Institutional
BOND1647,2020-10-22,109.98,3.21,10,Institutional
BOND0379,2020-08-29,111.87,1.54,3,Retail
BOND0379,2020-12-07,114.59,1.49,37,Institutional
BOND0379,2021-08-16,113.22,1.57,19,Institutional
BOND0379,2021-10-22,111.38,1.56,37,Institutional
BOND0379,2023-11-29,104.77,1.61,42,Institutional
BOND0379,2024-08-29,104.14,1.9,8,Retail
BOND1604,2020-06-13,107.78,3.46,44,Institutional
BOND1604,2020-08-06,111.34,3.24,12,Institutional
BOND1604,2021-05-28,106.58,3.55,13,Institutional
BOND1604,2022-04-02,100.15,3.64,8,Retail
BOND1604,2022-07-18,102.55,3.73,41,Institutional
BOND1604,2022-09-04,98.44,3.81,5,Retail
BOND0100,2024-02-22,97.07,4.62,19,Municipal
BOND0100,2024-12-04,98.0,4.47,42,Institutional
BOND1695,2021-05-07,97.02,5.7,9,Retail
BOND1695,2022-12-15,87.75,6.22,46,Institutional
BOND1659,2020-02-09,115.0,2.07,45,Institutional
BOND1659,2020-03-27,108.66,2.25,42,Institutional
BOND1659,2020-05-11,108.47,2.16,14,Institutional
BOND1659,2021-07-15,115.0,2.21,19,Institutional
BOND1659,2021-12-08,110.88,2.28,18,Institutional
BOND1659,2022-12-25,109.1,2.13,86,Municipal
BOND1659,2023-01-11,108.28,2.35,46,Institutional
BOND1659,2024-01-11,105.3,2.37,28,Institutional
BOND0073,2022-04-17,89.97,3.49,1,Retail
BOND0073,2022-07-21,91.04,3.53,9,Retail
BOND0073,2022-08-04,90.22,3.54,43,Institutional
BOND0073,2022-09-20,86.97,3.55,4,Retail
BOND0073,2022-12-23,90.83,3.61,50,Institutional
BOND0073,2023-06-26,90.25,3.64,14,Institutional
BOND0073,2023-07-03,87.47,3.56,3,Retail
BOND1522,2020-02-03,95.26,2.58,7,Retail
BOND1522,2020-02-10,92.2,2.68,18,Institutional
BOND1522,2020-12-10,95.88,2.55,8,Retail
BOND1522,2021-11-04,95.4,2.52,26,Institutional
BOND1522,2021-12-14,98.54,2.52,5,Retail
BOND1522,2024-04-30,88.18,2.72,15,Institutional
BOND1522,2024-08-25,87.65,2.62,49,Institutional
BOND0425,2021-06-21,111.15,4.45,4,Retail
BOND0425,2021-06-24,111.38,4.29,14,Institutional
BOND0425,2021-10-09,113.65,4.25,6,Retail
BOND0425,2022-04-22,104.93,4.62,40,Institutional
BOND0425,2022-04-27,103.97,4.49,38,Institutional
BOND0031,2020-07-14,105.66,2.55,16,Institutional
BOND0031,2020-11-17,104.06,2.62,10,Retail
BOND0031,2022-08-22,96.64,3.11,7,Retail
BOND0031,2023-03-28,96.28,3.1,32,Institutional
BOND0031,2024-01-10,93.37,3.07,21,Institutional
BOND0517,2020-04-20,113.23,3.06,3,Retail
BOND0517,2021-01-31,111.43,3.16,39,Institutional
BOND0517,2022-12-17,105.23,3.24,10,Retail
BOND1921,2020-03-05,99.71,3.97,30,Institutional
BOND1921,2020-06-25,91.35,4.72,8,Retail
BOND1921,2021-03-30,95.01,4.28,2,Retail
BOND1921,2021-09-28,94.62,4.18,7,Retail
BOND1921,2021-12-25,95.04,4.32,44,Institutional
BOND0451,2021-03-21,108.05,4.66,9,Retail
BOND0451,2021-05-17,107.98,4.8,20,Institutional
BOND0451,2023-09-10,102.31,4.99,47,Municipal
BOND1347,2021-06-09,96.17,3.82,32,Institutional
BOND1347,2021-07-30,96.69,3.81,42,Institutional
BOND1347,2022-02-19,94.62,3.85,28,Institutional
BOND1347,2022-05-02,89.65,4.07,9,Retail
BOND1347,2022-08-04,94.07,3.83,73,Municipal
BOND1347,2022-10-30,94.8,3.87,20,Institutional
BOND1347,2024-03-25,90.61,3.95,14,Institutional
BOND1347,2024-09-01,90.96,4.03,25,Municipal
BOND0363,2020-02-08,107.56,3.0,7,Institutional
BOND0363,2020-04-04,110.7,2.95,9,Institutional
BOND0363,2020-09-15,111.79,2.99,2,Retail
BOND0363,2020-10-21,105.7,3.06,6,Institutional
BOND0363,2023-06-24,102.0,3.04,18,Institutional
BOND0363,2024-04-27,101.11,3.19,1,Retail
BOND0363,2024-05-27,101.14,3.09,6,Retail
BOND0363,2024-12-05,103.47,3.06,10,Retail
BOND1919,2022-11-20,93.56,3.6,9,Retail
BOND1919,2024-03-18,92.11,3.47,7,Retail
BOND1191,2020-05-07,92.63,3.74,43,Institutional
BOND1191,2020-09-22,100.14,3.44,14,Institutional
BOND1191,2021-06-30,97.11,3.59,29,Institutional
BOND1191,2021-08-06,100.05,3.56,27,Institutional
BOND1191,2023-11-03,90.74,3.9,1,Retail
BOND1191,2024-09-13,90.55,4.01,15,Institutional
BOND1512,2020-02-22,102.2,2.35,24,Institutional
BOND1512,2021-01-31,109.02,2.06,4,Retail
BOND1512,2021-08-15,108.84,2.2,9,Retail
BOND1512,2021-11-13,107.88,2.11,4,Retail
BOND1512,2022-08-10,100.5,2.27,42,Institutional
BOND1512,2023-07-10,101.37,2.27,45,Institutional
BOND1512,2023-10-22,99.96,2.29,5,Retail
BOND1512,2024-11-21,101.93,2.27,17,Institutional
BOND1182,2021-05-25,98.65,3.3,41,Institutional
BOND1182,2021-11-17,95.71,3.19,45,Institutional
BOND1182,2021-11-28,93.83,3.36,7,Retail
BOND1182,2021-12-11,96.79,3.4,47,Institutional
BOND1182,2023-02-16,87.45,3.54,38,Institutional
BOND1182,2023-09-06,92.29,3.44,7,Retail
BOND1182,2024-04-08,90.31,3.48,40,Institutional
BOND1744,2020-07-27,98.61,2.98,10,Retail
BOND1744,2021-01-31,102.22,2.8,1,Retail
BOND1744,2021-03-20,99.94,3.04,42,Institutional
BOND1744,2022-11-30,95.91,3.09,10,Retail
BOND1744,2024-04-30,91.52,3.31,45,Institutional
BOND1744,2024-06-29,92.77,3.22,22,Institutional
BOND1744,2024-07-04,91.93,3.25,7,Retail
BOND1022,2021-03-21,104.05,4.22,3,Retail
BOND1022,2023-06-13,95.78,4.66,32,Institutional
BOND1022,2024-08-27,95.61,4.64,41,Institutional
BOND1022,2024-11-02,97.47,4.64,2,Retail
BOND1986,2021-10-05,101.75,4.82,33,Institutional
BOND1986,2022-04-03,96.51,5.15,8,Retail
BOND1986,2024-05-26,95.54,5.23,1,Retail
BOND1986,2024-05-30,95.31,5.12,32,Institutional
BOND1986,2024-09-20,94.1,5.29,25,Municipal
BOND0965,2021-05-07,103.67,2.16,44,Institutional
BOND0965,2021-11-02,105.41,2.27,29,Institutional
BOND0965,2022-10-06,102.35,2.17,9,Retail
BOND0965,2024-12-26,99.51,2.33,35,Institutional
BOND0573,2022-03-21,102.37,4.4,1,Retail
BOND0573,2023-03-20,97.04,4.65,21,Institutional
BOND0573,2024-01-02,92.88,4.9,26,Institutional
BOND0182,2020-03-01,111.9,2.57,21,Institutional
BOND0182,2020-12-20,106.87,2.79,44,Institutional
BOND0182,2021-06-05,107.92,2.76,47,Institutional
BOND0182,2023-07-23,95.91,3.17,28,Institutional
BOND0182,2023-09-13,97.82,2.93,5,Retail
BOND0182,2023-11-14,96.84,3.01,7,Institutional
BOND0182,2023-12-31,96.33,2.95,34,Institutional
BOND0182,2024-03-29,98.16,3.19,36,Institutional
BOND1143,2020-09-26,111.31,4.02,10,Retail
BOND1143,2021-04-19,111.18,4.15,10,Retail
BOND1143,2021-06-01,108.69,4.34,6,Retail
BOND1143,2022-01-19,105.08,4.4,3,Retail
BOND1143,2023-07-10,101.4,4.43,34,Institutional
BOND1129,2021-02-24,107.03,3.61,34,Institutional
BOND1129,2021-08-19,102.05,3.67,7,Retail
BOND1965,2020-04-10,100.55,3.92,32,Institutional
BOND1965,2021-12-27,105.98,3.76,53,Municipal
BOND1965,2022-02-07,100.92,3.83,8,Retail
BOND1965,2022-12-10,99.4,3.99,4,Retail
BOND1965,2023-06-13,96.12,4.09,6,Retail
BOND1965,2024-07-05,96.44,4.0,4,Retail
BOND0370,2021-08-28,102.15,2.79,23,Institutional
BOND0370,2022-03-20,104.3,2.87,9,Retail
BOND0370,2023-12-31,95.06,2.89,2,Retail
BOND0376,2020-08-26,98.65,4.82,3,Retail
BOND0376,2022-03-07,98.59,4.76,10,Institutional
BOND0376,2023-07-12,93.59,4.78,4,Retail
BOND0376,2024-04-30,91.94,4.81,50,Institutional
BOND0200,2021-02-19,104.65,3.48,39,Institutional
BOND0200,2021-06-19,105.46,3.56,48,Institutional
BOND0200,2021-08-23,102.91,3.66,27,Institutional
BOND0200,2021-11-02,102.35,3.75,4,Retail
BOND0200,2022-04-20,96.22,3.82,44,Institutional
BOND0200,2024-03-13,94.88,3.89,1,Retail
BOND1581,2020-01-05,113.77,5.31,44,Municipal
BOND1581,2020-02-20,112.84,5.44,39,Institutional
BOND1581,2020-03-17,110.13,5.28,10,Retail
BOND1581,2020-11-14,114.04,5.2,54,Municipal
BOND1590,2020-02-25,110.65,2.0,45,Municipal
BOND1590,2020-03-09,108.61,2.04,13,Institutional
BOND1590,2020-06-25,99.61,2.25,7,Institutional
BOND1590,2020-07-15,103.63,2.06,43,Institutional
BOND1590,2020-08-22,100.35,2.08,22,Institutional
BOND1590,2021-01-06,107.51,1.95,27,Institutional
BOND1590,2021-06-07,105.06,1.95,45,Institutional
BOND1590,2021-06-27,104.91,2.05,19,Institutional
BOND1984,2020-01-25,114.72,3.74,1,Retail
BOND1984,2020-04-12,107.04,4.24,10,Institutional
BOND1984,2020-04-17,108.26,4.13,37,Institutional
BOND1984,2020-10-10,107.79,4.24,5,Retail
BOND1984,2021-01-21,108.41,4.16,8,Retail
BOND1984,2021-06-13,109.62,4.13,18,Institutional
BOND1809,2020-04-09,94.88,4.06,41,Institutional
BOND1809,2021-12-08,92.53,4.22,34,Institutional
BOND1809,2024-02-07,86.8,4.29,38,Institutional
BOND1809,2024-12-31,89.04,4.3,23,Institutional
BOND1209,2020-01-13,104.78,1.8,10,Retail
BOND1209,2021-07-22,110.5,1.74,9,Retail
BOND1209,2021-09-29,106.45,1.87,32,Institutional
BOND1209,2022-03-25,103.93,1.91,35,Institutional
BOND1209,2022-06-19,101.63,1.9,11,Institutional
BOND1209,2022-11-27,104.69,1.93,7,Institutional
BOND1209,2024-10-21,97.81,1.97,25,Institutional
BOND1906,2020-05-11,114.0,4.1,1,Retail
BOND1906,2020-12-26,110.43,4.1,7,Institutional
BOND1906,2023-07-16,105.02,4.49,5,Retail
BOND1906,2023-09-26,105.77,4.53,2,Retail
BOND1630,2020-05-17,98.55,4.22,6,Retail
BOND1630,2021-06-27,95.51,4.33,35,Institutional
BOND1630,2022-03-04,93.78,4.37,63,Municipal
BOND1630,2023-12-23,85.98,4.79,23,Institutional
BOND1630,2024-04-09,86.86,4.77,8,Retail
BOND1630,2024-07-19,85.96,4.91,17,Institutional
BOND1630,2024-09-12,88.14,4.75,31,Institutional
BOND1630,2024-10-07,86.28,5.0,24,Institutional
BOND0803,2020-01-16,115.0,1.95,15,Institutional
BOND0803,2020-11-30,115.0,2.04,40,Institutional
BOND0803,2021-05-20,112.66,2.21,46,Institutional
BOND0803,2023-03-23,106.4,2.22,35,Institutional
BOND0803,2023-12-06,103.94,2.28,16,Institutional
BOND0978,2020-05-30,94.54,4.63,45,Institutional
BOND0978,2022-11-14,92.76,4.53,45,Institutional
BOND0978,2024-08-02,87.94,4.83,5,Institutional
BOND0447,2020-06-02,106.85,3.27,22,Institutional
BOND0447,2020-06-06,109.66,3.06,98,Municipal
BOND0447,2020-06-18,106.21,3.0,10,Retail
BOND0447,2020-07-09,107.7,3.14,21,Institutional
BOND0447,2020-09-08,109.91,3.07,1,Retail
BOND0447,2020-09-23,106.85,3.09,1,Retail
BOND0447,2020-10-07,111.3,2.89,8,Institutional
BOND0447,2020-11-28,110.35,2.9,41,Institutional
BOND0924,2022-09-10,90.28,5.95,34,Institutional
BOND0924,2023-01-05,90.92,5.76,33,Institutional
BOND0924,2024-10-03,90.45,5.85,39,Institutional
BOND0404,2020-05-03,111.3,3.33,28,Institutional
