bond_id,issuer_id,purpose_id,cusip,bond_type,coupon_rate,issue_date,maturity_date,face_value,duration,tax_status
BOND0245,36,4,400412C2,General Obligation,4.14,2018-10-01,2035-10-01,1000.0,4.21,Tax-Exempt
BOND0246,46,3,352020B8,General Obligation,3.07,2011-08-01,2017-08-01,1000.0,9.06,Tax-Exempt
BOND0247,8,3,563987A5,General Obligation,2.16,2022-09-01,2037-09-01,1000.0,3.05,Tax-Exempt
BOND0248,43,1,209501B3,General Obligation,2.25,2010-10-01,2017-10-01,1000.0,9.08,Tax-Exempt
BOND0249,8,3,187743B8,General Obligation,2.18,2012-01-01,2017-01-01,1000.0,3.66,Tax-Exempt
BOND0250,24,1,728980C1,General Obligation,2.09,2013-03-01,2031-03-01,1000.0,9.21,Tax-Exempt
BOND0251,41,1,171544C6,General Obligation,4.57,2018-06-01,2037-06-01,1000.0,7.95,Tax-Exempt
BOND0252,36,4,375934A2,General Obligation,4.17,2018-05-01,2036-05-01,1000.0,6.42,Tax-Exempt
BOND0253,19,1,962079A8,General Obligation,3.4,2014-04-01,2028-04-01,1000.0,6.64,Tax-Exempt
BOND0254,13,5,944819C7,General Obligation,3.34,2011-06-01,2031-06-01,1000.0,6.21,Tax-Exempt
BOND0255,15,5,842104A8,General Obligation,3.36,2012-10-01,2031-10-01,1000.0,5.79,Tax-Exempt
BOND0256,6,5,158339A9,General Obligation,3.44,2017-07-01,2032-07-01,1000.0,9.14,Tax-Exempt
BOND0257,47,2,856523C5,General Obligation,3.96,2021-07-01,2040-07-01,1000.0,5.54,Tax-Exempt
BOND0258,19,1,359053B5,Revenue,3.35,2014-07-01,2021-07-01,1000.0,6.61,Tax-Exempt
BOND0259,12,4,172826B1,Revenue,4.81,2015-08-01,2023-08-01,1000.0,5.51,Tax-Exempt
BOND0260,8,2,588062A6,General Obligation,3.33,2019-08-01,2028-08-01,1000.0,3.21,Tax-Exempt
BOND0261,26,2,128253A2,General Obligation,4.54,2016-11-01,2024-11-01,1000.0,6.89,Tax-Exempt
BOND0262,46,2,608514C6,Revenue,4.0,2020-11-01,2028-11-01,1000.0,5.56,Tax-Exempt
BOND0263,34,3,384919B8,Revenue,5.3,2015-06-01,2031-06-01,1000.0,7.15,Tax-Exempt
BOND0264,50,3,460375C4,General Obligation,4.92,2017-06-01,2033-06-01,1000.0,3.68,Tax-Exempt
BOND0265,8,2,697810B1,General Obligation,3.61,2011-12-01,2017-12-01,1000.0,5.87,Tax-Exempt
BOND0266,23,3,371109A8,Revenue,3.95,2017-05-01,2022-05-01,1000.0,6.26,Tax-Exempt
BOND0267,34,2,588084B3,Revenue,3.34,2016-10-01,2027-10-01,1000.0,4.14,Tax-Exempt
BOND0268,32,1,908532A7,General Obligation,3.63,2015-07-01,2027-07-01,1000.0,8.65,Tax-Exempt
BOND0269,15,3,465236C5,Revenue,4.44,2021-04-01,2034-04-01,1000.0,7.46,Tax-Exempt
BOND0270,28,3,962336B8,General Obligation,4.44,2014-05-01,2033-05-01,1000.0,7.49,Tax-Exempt
BOND0271,38,3,689529B9,General Obligation,4.47,2021-12-01,2038-12-01,1000.0,4.75,Tax-Exempt
BOND0272,2,2,631145B3,General Obligation,4.2,2017-09-01,2033-09-01,1000.0,7.72,Tax-Exempt
BOND0273,34,3,469580C2,Revenue,2.01,2018-10-01,2033-10-01,1000.0,8.84,Tax-Exempt
BOND0274,35,2,235308C2,Revenue,4.39,2016-01-01,2033-01-01,1000.0,7.44,Tax-Exempt
BOND0275,3,4,763913A4,Revenue,2.22,2012-10-01,2027-10-01,1000.0,6.2,Tax-Exempt
BOND0276,35,4,141737B5,General Obligation,3.03,2015-09-01,2032-09-01,1000.0,9.29,Tax-Exempt
BOND0277,1,4,406755B6,General Obligation,3.09,2019-06-01,2025-06-01,1000.0,7.23,Tax-Exempt
BOND0278,15,3,139631A7,General Obligation,2.36,2011-02-01,2031-02-01,1000.0,3.66,Tax-Exempt
BOND0279,22,3,946715C4,Revenue,2.2,2015-08-01,2024-08-01,1000.0,3.77,Tax-Exempt
BOND0280,28,1,475446C8,General Obligation,5.16,2016-08-01,2021-08-01,1000.0,8.76,Tax-Exempt
BOND0281,43,1,986196A2,General Obligation,3.07,2018-08-01,2027-08-01,1000.0,9.35,Tax-Exempt
BOND0282,42,4,314627A8,General Obligation,2.16,2017-04-01,2030-04-01,1000.0,5.98,Tax-Exempt
BOND0283,51,5,282356A5,Revenue,2.97,2013-06-01,2033-06-01,1000.0,5.2,Tax-Exempt
BOND0284,21,3,920698B1,Revenue,2.25,2020-03-01,2034-03-01,1000.0,6.75,Tax-Exempt
BOND0285,28,1,143089C6,General Obligation,3.86,2017-09-01,2037-09-01,1000.0,4.24,Tax-Exempt
BOND0286,36,1,109285B3,Revenue,2.21,2016-11-01,2023-11-01,1000.0,3.48,Tax-Exempt
BOND0287,36,3,879501C5,General Obligation,3.6,2019-10-01,2025-10-01,1000.0,4.52,Tax-Exempt
BOND0288,46,5,799386C6,General Obligation,3.28,2021-12-01,2033-12-01,1000.0,8.65,Tax-Exempt
BOND0289,14,1,139180C5,General Obligation,4.03,2011-02-01,2030-02-01,1000.0,5.75,Tax-Exempt
BOND0290,11,4,475308C9,Revenue,4.96,2012-01-01,2026-01-01,1000.0,9.8,Tax-Exempt
BOND0291,25,1,683998C6,General Obligation,4.31,2014-02-01,2024-02-01,1000.0,6.81,Tax-Exempt
BOND0292,44,2,883466B2,General Obligation,3.73,2022-01-01,2034-01-01,1000.0,6.62,Tax-Exempt
BOND0293,30,3,172081B6,General Obligation,3.15,2016-11-01,2030-11-01,1000.0,4.16,Tax-Exempt
BOND0294,17,4,813709A6,General Obligation,2.46,2021-08-01,2031-08-01,1000.0,5.81,Tax-Exempt
BOND0295,5,1,906992B3,General Obligation,3.5,2012-02-01,2028-02-01,1000.0,8.47,Tax-Exempt
BOND0296,2,4,102977B9,Revenue,3.37,2017-12-01,2034-12-01,1000.0,6.49,Tax-Exempt
BOND0297,12,3,705248B9,General Obligation,2.83,2022-03-01,2039-03-01,1000.0,9.88,Tax-Exempt
BOND0298,23,1,932378B8,General Obligation,4.15,2017-06-01,2031-06-01,1000.0,5.47,Tax-Exempt
BOND0299,18,3,691682B8,General Obligation,5.09,2022-03-01,2027-03-01,1000.0,5.58,Tax-Exempt
BOND0300,21,5,923017B1,General Obligation,5.44,2017-07-01,2034-07-01,1000.0,3.45,Tax-Exempt
BOND0301,46,5,901982A3,Revenue,5.4,2012-07-01,2024-07-01,1000.0,4.17,Tax-Exempt
BOND0302,8,4,497945B2,General Obligation,2.68,2011-08-01,2024-08-01,1000.0,7.42,Tax-Exempt
BOND0303,18,5,183879C1,Revenue,4.61,2019-02-01,2034-02-01,1000.0,5.4,Tax-Exempt
BOND0304,45,3,670792A9,General Obligation,5.19,2018-05-01,2028-05-01,1000.0,3.99,Tax-Exempt
BOND0305,29,5,662036B6,General Obligation,2.99,2019-10-01,2039-10-01,1000.0,9.42,Tax-Exempt
BOND0306,44,3,780947C5,General Obligation,5.2,2020-10-01,2033-10-01,1000.0,7.88,Tax-Exempt
BOND0307,48,4,671307A3,Revenue,2.62,2012-06-01,2032-06-01,1000.0,7.42,Tax-Exempt
BOND0308,20,4,556116A6,Revenue,2.57,2016-06-01,2034-06-01,1000.0,9.13,Tax-Exempt
BOND0309,41,3,411346A6,Revenue,5.44,2018-05-01,2032-05-01,1000.0,4.02,Tax-Exempt
BOND0310,37,3,149708A7,General Obligation,2.16,2015-07-01,2031-07-01,1000.0,5.69,Tax-Exempt
BOND0311,15,5,457483C3,General Obligation,2.89,2019-09-01,2030-09-01,1000.0,8.53,Tax-Exempt
BOND0312,34,2,834493C9,General Obligation,3.96,2018-11-01,2026-11-01,1000.0,7.16,Tax-Exempt
BOND0313,29,3,877906C2,General Obligation,3.39,2012-11-01,2029-11-01,1000.0,4.25,Tax-Exempt
BOND0314,5,5,339416B5,General Obligation,3.06,2010-10-01,2016-10-01,1000.0,3.71,Tax-Exempt
BOND0315,19,3,618675A4,General Obligation,3.05,2021-06-01,2033-06-01,1000.0,8.75,Tax-Exempt
BOND0316,13,5,281506C9,General Obligation,4.57,2019-06-01,2028-06-01,1000.0,9.9,Tax-Exempt
BOND0317,16,4,921218A9,General Obligation,4.05,2018-07-01,2027-07-01,1000.0,5.46,Tax-Exempt
BOND0318,19,2,877728B7,General Obligation,4.51,2013-02-01,2027-02-01,1000.0,9.54,Tax-Exempt
BOND0319,35,5,732028C6,Revenue,4.92,2012-06-01,2028-06-01,1000.0,7.39,Tax-Exempt
BOND0320,34,1,435953B1,General Obligation,4.38,2019-02-01,2029-02-01,1000.0,5.21,Tax-Exempt
BOND0321,36,1,420466B1,Revenue,3.47,2020-09-01,2030-09-01,1000.0,7.1,Tax-Exempt
BOND0322,9,1,459906B9,Revenue,5.25,2016-11-01,2035-11-01,1000.0,8.18,Tax-Exempt
BOND0323,11,2,644695C3,General Obligation,4.16,2017-06-01,2030-06-01,1000.0,9.25,Tax-Exempt
BOND0324,28,1,536158C7,Revenue,2.88,2017-12-01,2024-12-01,1000.0,4.29,Tax-Exempt
BOND0325,44,4,175140A8,General Obligation,3.6,2021-11-01,2027-11-01,1000.0,5.92,Tax-Exempt
BOND0326,40,2,756024B9,General Obligation,5.11,2012-02-01,2030-02-01,1000.0,3.08,Tax-Exempt
BOND0327,5,5,771227B7,General Obligation,4.04,2013-10-01,2033-10-01,1000.0,4.28,Tax-Exempt
BOND0328,34,3,461915A4,Revenue,2.68,2012-06-01,2031-06-01,1000.0,6.98,Tax-Exempt
BOND0329,38,3,677534B6,Revenue,2.85,2020-06-01,2027-06-01,1000.0,5.58,Tax-Exempt
BOND0330,45,1,912443B9,General Obligation,4.55,2014-07-01,2033-07-01,1000.0,8.44,Tax-Exempt
BOND0331,49,3,859315C9,Revenue,5.02,2021-03-01,2039-03-01,1000.0,9.14,Tax-Exempt
BOND0332,16,2,690736A7,General Obligation,2.34,2012-03-01,2023-03-01,1000.0,5.11,Tax-Exempt
BOND0333,29,4,364794B7,Revenue,3.18,2014-05-01,2030-05-01,1000.0,8.08,Tax-Exempt
BOND0334,7,3,128467B2,General Obligation,4.92,2019-03-01,2036-03-01,1000.0,9.7,Tax-Exempt
BOND0335,47,1,316263C1,Revenue,4.13,2016-06-01,2023-06-01,1000.0,7.4,Tax-Exempt
BOND0336,36,2,231027C3,General Obligation,2.8,2015-11-01,2026-11-01,1000.0,5.7,Tax-Exempt
BOND0337,5,5,116090A8,General Obligation,3.53,2016-02-01,2033-02-01,1000.0,6.66,Tax-Exempt
BOND0338,22,5,730958A1,Revenue,2.69,2020-05-01,2038-05-01,1000.0,5.53,Tax-Exempt
BOND0339,18,4,605700A1,General Obligation,3.02,2021-07-01,2038-07-01,1000.0,9.67,Tax-Exempt
BOND0340,46,4,835218B2,General Obligation,3.38,2015-11-01,2033-11-01,1000.0,7.51,Tax-Exempt
BOND0341,38,4,862731C1,General Obligation,3.13,2021-12-01,2032-12-01,1000.0,5.84,Tax-Exempt
BOND0342,24,4,816743B1,General Obligation,4.14,2012-10-01,2028-10-01,1000.0,8.61,Tax-Exempt
BOND0343,36,1,426655C9,General Obligation,5.21,2011-02-01,2020-02-01,1000.0,3.35,Tax-Exempt
BOND0344,44,1,743727A2,General Obligation,5.34,2021-08-01,2041-08-01,1000.0,6.33,Tax-Exempt
BOND0345,18,5,601070A8,General Obligation,5.32,2021-02-01,2031-02-01,1000.0,3.47,Tax-Exempt
BOND0346,3,3,337062B3,Revenue,3.54,2017-06-01,2036-06-01,1000.0,5.28,Tax-Exempt
BOND0347,16,2,860167A2,General Obligation,5.12,2019-11-01,2029-11-01,1000.0,7.52,Tax-Exempt
BOND0348,39,5,235449C8,General Obligation,2.88,2010-08-01,2026-08-01,1000.0,6.44,Tax-Exempt
BOND0349,24,3,887597B8,Revenue,3.14,2020-08-01,2040-08-01,1000.0,6.06,Tax-Exempt
BOND0350,25,2,903633A7,Revenue,4.77,2022-05-01,2035-05-01,1000.0,8.02,Tax-Exempt
BOND0351,41,2,954693A5,General Obligation,3.81,2010-10-01,2027-10-01,1000.0,3.61,Tax-Exempt
BOND0352,29,1,738169A8,General Obligation,5.25,2020-08-01,2035-08-01,1000.0,6.2,Tax-Exempt
BOND0353,49,1,259596B5,General Obligation,2.1,2022-07-01,2036-07-01,1000.0,3.78,Tax-Exempt
BOND0354,27,3,266263C1,General Obligation,5.42,2014-03-01,2025-03-01,1000.0,3.52,Tax-Exempt
BOND0355,45,4,812841C4,General Obligation,3.23,2021-06-01,2030-06-01,1000.0,8.05,Tax-Exempt
BOND0356,33,2,839719C2,Revenue,4.45,2014-07-01,2028-07-01,1000.0,3.48,Tax-Exempt
BOND0357,11,4,848713A7,General Obligation,2.07,2013-11-01,2026-11-01,1000.0,7.51,Tax-Exempt
BOND0358,42,5,822400A2,General Obligation,4.26,2017-05-01,2024-05-01,1000.0,8.7,Tax-Exempt
BOND0359,50,2,134471B3,General Obligation,4.97,2010-01-01,2030-01-01,1000.0,5.84,Tax-Exempt
BOND0360,27,4,423353B5,General Obligation,3.51,2016-11-01,2036-11-01,1000.0,4.47,Tax-Exempt
BOND0361,51,5,288154B5,General Obligation,4.12,2012-10-01,2022-10-01,1000.0,7.62,Tax-Exempt
BOND0362,3,3,186937A4,Revenue,2.93,2017-01-01,2032-01-01,1000.0,3.16,Tax-Exempt
BOND0363,6,2,395553A4,Revenue,2.49,2014-09-01,2034-09-01,1000.0,6.27,Tax-Exempt
BOND0364,49,1,800907A5,Revenue,4.68,2016-10-01,2023-10-01,1000.0,6.23,Tax-Exempt
BOND0365,38,5,651872A2,Revenue,2.63,2022-09-01,2037-09-01,1000.0,4.29,Tax-Exempt
BOND0366,47,1,301474B1,Revenue,4.0,2016-03-01,2029-03-01,1000.0,3.69,Tax-Exempt
BOND0367,44,1,101773C1,Revenue,3.38,2013-02-01,2032-02-01,1000.0,7.7,Tax-Exempt
BOND0368,32,1,326906B3,Revenue,5.13,2010-05-01,2020-05-01,1000.0,7.2,Tax-Exempt
BOND0369,2,5,802423A3,Revenue,5.27,2011-07-01,2025-07-01,1000.0,6.09,Tax-Exempt
BOND0370,12,2,740913C9,General Obligation,4.6,2014-01-01,2032-01-01,1000.0,7.02,Tax-Exempt
BOND0371,17,1,370978A4,General Obligation,4.79,2012-03-01,2028-03-01,1000.0,4.24,Tax-Exempt
BOND0372,20,3,971401B8,General Obligation,2.51,2012-10-01,2021-10-01,1000.0,8.7,Tax-Exempt
BOND0373,33,4,688028C9,General Obligation,2.56,2016-08-01,2036-08-01,1000.0,7.32,Tax-Exempt
BOND0374,19,3,209664B4,Revenue,5.28,2018-08-01,2029-08-01,1000.0,3.21,Tax-Exempt
BOND0375,30,1,679373C7,General Obligation,2.26,2011-01-01,2029-01-01,1000.0,8.09,Tax-Exempt
BOND0376,28,1,166693A2,Revenue,3.46,2017-02-01,2036-02-01,1000.0,8.7,Tax-Exempt
BOND0377,33,2,756584A7,General Obligation,2.21,2010-04-01,2028-04-01,1000.0,8.2,Tax-Exempt
BOND0378,30,2,440708C6,Revenue,3.63,2022-03-01,2030-03-01,1000.0,4.78,Tax-Exempt
BOND0379,38,1,999999A6,General Obligation,5.04,2020-07-01,2031-07-01,1000.0,4.96,Tax-Exempt
BOND0380,8,3,824286C3,General Obligation,4.25,2011-01-01,2021-01-01,1000.0,8.15,Tax-Exempt
BOND0381,37,2,145039B9,General Obligation,5.23,2010-05-01,2015-05-01,1000.0,7.68,Tax-Exempt
BOND0382,49,3,621507C2,Revenue,4.47,2013-09-01,2021-09-01,1000.0,5.69,Tax-Exempt
BOND0383,23,1,627564C4,General Obligation,4.17,2019-09-01,2026-09-01,1000.0,8.32,Tax-Exempt
BOND0384,46,1,948940A8,Revenue,3.02,2010-01-01,2016-01-01,1000.0,5.45,Tax-Exempt
BOND0385,3,1,393867C3,General Obligation,2.58,2010-04-01,2018-04-01,1000.0,4.32,Tax-Exempt
BOND0386,47,1,471681A4,General Obligation,3.79,2015-11-01,2029-11-01,1000.0,8.48,Tax-Exempt
BOND0387,3,5,386884A5,General Obligation,3.21,2020-09-01,2035-09-01,1000.0,7.3,Tax-Exempt
BOND0388,31,5,163470B5,General Obligation,3.72,2013-11-01,2031-11-01,1000.0,3.02,Tax-Exempt
BOND0389,12,1,765613C2,Revenue,2.81,2012-07-01,2026-07-01,1000.0,9.55,Tax-Exempt
BOND0390,42,2,253944B2,Revenue,2.04,2012-02-01,2031-02-01,1000.0,7.93,Tax-Exempt
BOND0391,13,2,486774C4,Revenue,5.31,2011-07-01,2018-07-01,1000.0,5.64,Tax-Exempt
BOND0392,8,5,771001C9,General Obligation,3.0,2020-10-01,2030-10-01,1000.0,8.98,Tax-Exempt
BOND0393,22,4,695893A3,Revenue,2.75,2015-01-01,2020-01-01,1000.0,9.3,Tax-Exempt
BOND0394,12,3,857124B2,Revenue,5.32,2021-10-01,2032-10-01,1000.0,8.57,Tax-Exempt
BOND0395,50,4,140915A2,Revenue,2.77,2010-04-01,2021-04-01,1000.0,9.57,Tax-Exempt
BOND0396,24,3,850584C1,Revenue,3.89,2021-03-01,2028-03-01,1000.0,3.17,Tax-Exempt
BOND0397,47,1,539825C1,General Obligation,3.3,2017-05-01,2026-05-01,1000.0,4.52,Tax-Exempt
BOND0398,45,4,134198A4,General Obligation,3.95,2012-08-01,2021-08-01,1000.0,5.77,Tax-Exempt
BOND0399,7,2,172892B9,General Obligation,3.16,2016-06-01,2024-06-01,1000.0,8.31,Tax-Exempt
BOND0400,47,4,446372B4,Revenue,4.16,2021-05-01,2033-05-01,1000.0,8.05,Tax-Exempt
BOND0401,39,1,663730B9,General Obligation,2.67,2010-05-01,2023-05-01,1000.0,4.78,Tax-Exempt
BOND0402,46,5,363932A4,Revenue,4.35,2020-01-01,2037-01-01,1000.0,8.85,Tax-Exempt
BOND0403,32,4,836375C7,General Obligation,4.38,2012-05-01,2025-05-01,1000.0,4.49,Tax-Exempt
BOND0404,15,1,198471B5,General Obligation,2.26,2017-05-01,2035-05-01,1000.0,9.88,Tax-Exempt
BOND0405,45,5,597586A7,Revenue,3.86,2011-03-01,2024-03-01,1000.0,6.85,Tax-Exempt
BOND0406,33,4,200274A1,General Obligation,2.7,2017-07-01,2025-07-01,1000.0,7.43,Tax-Exempt
BOND0407,23,5,773694B7,Revenue,4.35,2015-09-01,2033-09-01,1000.0,4.92,Tax-Exempt
BOND0408,23,4,362578A3,General Obligation,3.6,2013-12-01,2031-12-01,1000.0,5.36,Tax-Exempt
BOND0409,48,3,325189C7,General Obligation,2.9,2012-07-01,2022-07-01,1000.0,5.54,Tax-Exempt
BOND0410,41,2,264249C5,Revenue,3.43,2012-11-01,2022-11-01,1000.0,3.36,Tax-Exempt
BOND0411,35,1,816014A3,Revenue,4.76,2013-02-01,2022-02-01,1000.0,3.3,Tax-Exempt
BOND0412,13,3,994369A8,General Obligation,4.23,2017-10-01,2031-10-01,1000.0,6.11,Tax-Exempt
BOND0413,11,5,599536C3,Revenue,3.49,2010-01-01,2021-01-01,1000.0,6.22,Tax-Exempt
BOND0414,38,4,647891B8,General Obligation,2.91,2015-10-01,2027-10-01,1000.0,6.14,Tax-Exempt
BOND0415,41,2,496710C8,Revenue,4.64,2020-07-01,2039-07-01,1000.0,3.4,Tax-Exempt
BOND0416,8,1,298366A9,Revenue,4.48,2011-06-01,2016-06-01,1000.0,3.24,Tax-Exempt
BOND0417,36,4,379791C8,General Obligation,2.24,2022-07-01,2041-07-01,1000.0,7.02,Tax-Exempt
BOND0418,11,3,231985B7,Revenue,3.87,2016-08-01,2026-08-01,1000.0,7.33,Tax-Exempt
BOND0419,32,2,617004C8,General Obligation,5.11,2013-11-01,2031-11-01,1000.0,4.6,Tax-Exempt
BOND0420,40,2,192846A5,General Obligation,2.02,2012-12-01,2028-12-01,1000.0,4.74,Tax-Exempt
BOND0421,17,4,857158B8,General Obligation,2.51,2016-08-01,2035-08-01,1000.0,7.43,Tax-Exempt
BOND0422,29,1,305986B7,General Obligation,4.11,2021-05-01,2041-05-01,1000.0,9.83,Tax-Exempt
BOND0423,5,3,847045B3,Revenue,4.1,2020-07-01,2038-07-01,1000.0,8.31,Tax-Exempt
BOND0424,49,4,993786A3,General Obligation,4.08,2020-02-01,2026-02-01,1000.0,5.95,Tax-Exempt
BOND0425,43,5,293757B9,Revenue,5.23,2012-01-01,2023-01-01,1000.0,4.76,Tax-Exempt
BOND0426,37,5,409384C9,Revenue,2.38,2014-03-01,2030-03-01,1000.0,8.0,Tax-Exempt
BOND0427,42,4,576724C7,General Obligation,4.12,2010-09-01,2018-09-01,1000.0,8.63,Tax-Exempt
BOND0428,33,2,617086B4,General Obligation,3.67,2013-11-01,2033-11-01,1000.0,6.59,Tax-Exempt
BOND0429,46,5,326799B2,Revenue,4.2,2017-05-01,2027-05-01,1000.0,7.44,Tax-Exempt
BOND0430,44,3,311566B6,Revenue,2.68,2012-10-01,2031-10-01,1000.0,8.97,Tax-Exempt
BOND0431,12,2,802320C9,General Obligation,4.41,2010-10-01,2027-10-01,1000.0,8.21,Tax-Exempt
BOND0432,18,1,578985C1,Revenue,4.88,2010-08-01,2021-08-01,1000.0,9.02,Tax-Exempt
BOND0433,14,1,449957C9,General Obligation,2.27,2017-02-01,2022-02-01,1000.0,8.04,Tax-Exempt
BOND0434,22,3,783581B5,General Obligation,4.2,2014-06-01,2020-06-01,1000.0,3.47,Tax-Exempt
BOND0435,9,4,244600C9,Revenue,4.33,2011-06-01,2030-06-01,1000.0,5.61,Tax-Exempt
BOND0436,32,4,131951B7,General Obligation,4.93,2017-04-01,2024-04-01,1000.0,6.89,Tax-Exempt
BOND0437,24,5,501888B5,General Obligation,2.49,2016-07-01,2032-07-01,1000.0,8.43,Tax-Exempt
BOND0438,2,3,970337B8,General Obligation,2.92,2018-09-01,2029-09-01,1000.0,8.52,Tax-Exempt
BOND0439,33,4,633046A4,Revenue,2.51,2015-03-01,2024-03-01,1000.0,7.42,Tax-Exempt
BOND0440,45,3,662422A5,General Obligation,4.03,2014-09-01,2022-09-01,1000.0,7.18,Tax-Exempt
BOND0441,44,2,221487A8,General Obligation,4.34,2018-05-01,2024-05-01,1000.0,5.71,Tax-Exempt
BOND0442,22,4,753703A7,Revenue,4.94,2010-04-01,2026-04-01,1000.0,9.24,Tax-Exempt
BOND0443,41,2,262524C6,General Obligation,3.34,2015-05-01,2027-05-01,1000.0,3.69,Tax-Exempt
BOND0444,34,2,386437C6,Revenue,5.3,2015-01-01,2020-01-01,1000.0,9.18,Tax-Exempt
BOND0445,18,4,444029A5,Revenue,2.79,2020-04-01,2026-04-01,1000.0,3.42,Tax-Exempt
BOND0446,33,5,600226C9,Revenue,3.03,2022-10-01,2041-10-01,1000.0,8.5,Tax-Exempt
BOND0447,50,3,179038C9,General Obligation,3.83,2012-03-01,2021-03-01,1000.0,7.68,Tax-Exempt
BOND0448,4,2,500556C3,General Obligation,4.77,2015-03-01,2032-03-01,1000.0,6.68,Tax-Exempt
BOND0449,26,2,432765A7,Revenue,5.03,2020-12-01,2031-12-01,1000.0,7.5,Tax-Exempt
BOND0450,13,2,884107C1,General Obligation,5.3,2014-03-01,2032-03-01,1000.0,3.12,Tax-Exempt
BOND0451,11,3,252094C5,General Obligation,4.82,2016-06-01,2033-06-01,1000.0,4.2,Tax-Exempt
BOND0452,12,3,416873B8,General Obligation,4.92,2013-12-01,2020-12-01,1000.0,8.32,Tax-Exempt
BOND0453,12,4,393045B3,Revenue,3.59,2017-04-01,2027-04-01,1000.0,8.72,Tax-Exempt
BOND0454,18,3,308087A1,General Obligation,2.31,2017-10-01,2027-10-01,1000.0,4.58,Tax-Exempt
BOND0455,3,2,143995C6,General Obligation,3.16,2021-01-01,2036-01-01,1000.0,9.47,Tax-Exempt
BOND0456,26,2,133322A5,Revenue,5.14,2021-04-01,2032-04-01,1000.0,4.35,Tax-Exempt
BOND0457,38,4,536114A1,General Obligation,4.92,2014-08-01,2032-08-01,1000.0,6.1,Tax-Exempt
BOND0458,3,2,928785B1,Revenue,4.78,2015-06-01,2023-06-01,1000.0,6.77,Tax-Exempt
BOND0459,12,3,472296C2,Revenue,3.81,2015-04-01,2023-04-01,1000.0,4.76,Tax-Exempt
BOND0460,16,1,344097C6,General Obligation,4.41,2010-07-01,2023-07-01,1000.0,8.35,Tax-Exempt
BOND0461,37,4,993939C6,General Obligation,2.08,2021-05-01,2031-05-01,1000.0,8.54,Tax-Exempt
BOND0462,35,4,995570C7,Revenue,4.14,2020-10-01,2025-10-01,1000.0,9.02,Tax-Exempt
BOND0463,19,5,757947C7,General Obligation,5.16,2018-02-01,2034-02-01,1000.0,6.53,Tax-Exempt
BOND0464,51,5,254882C4,Revenue,4.28,2014-04-01,2030-04-01,1000.0,4.87,Tax-Exempt
BOND0465,25,1,246517B8,General Obligation,4.84,2013-03-01,2021-03-01,1000.0,8.81,Tax-Exempt
BOND0466,42,1,598453A8,General Obligation,2.84,2011-01-01,2031-01-01,1000.0,3.42,Tax-Exempt
BOND0467,30,5,971683C4,General Obligation,2.92,2018-01-01,2028-01-01,1000.0,8.07,Tax-Exempt
BOND0468,23,1,433691C9,General Obligation,4.98,2016-06-01,2032-06-01,1000.0,9.44,Tax-Exempt
BOND0469,17,2,239636B7,General Obligation,4.69,2022-06-01,2029-06-01,1000.0,3.4,Tax-Exempt
BOND0470,32,3,714469A8,Revenue,3.64,2018-06-01,2036-06-01,1000.0,9.16,Tax-Exempt
BOND0471,5,3,173382A1,Revenue,3.14,2014-07-01,2031-07-01,1000.0,7.27,Tax-Exempt
BOND0472,12,5,867441C4,General Obligation,4.11,2010-07-01,2021-07-01,1000.0,3.52,Tax-Exempt
BOND0473,45,1,628544B7,General Obligation,4.66,2010-05-01,2025-05-01,1000.0,4.88,Tax-Exempt
BOND0474,8,1,219382C3,Revenue,3.69,2015-01-01,2034-01-01,1000.0,6.25,Tax-Exempt
BOND0475,35,3,102810A6,Revenue,2.11,2015-07-01,2030-07-01,1000.0,8.55,Tax-Exempt
BOND0476,46,3,975302B9,General Obligation,2.06,2015-07-01,2025-07-01,1000.0,8.57,Tax-Exempt
BOND0477,25,3,513814C2,Revenue,2.13,2013-05-01,2032-05-01,1000.0,3.08,Tax-Exempt
BOND0478,7,1,451323A1,General Obligation,5.18,2017-01-01,2030-01-01,1000.0,9.07,Tax-Exempt
BOND0479,23,2,740855A3,General Obligation,5.0,2016-01-01,2036-01-01,1000.0,6.88,Tax-Exempt
BOND0480,49,5,385821B3,General Obligation,4.79,2020-03-01,2025-03-01,1000.0,8.15,Tax-Exempt
BOND0481,34,4,569248B7,Revenue,4.98,2019-11-01,2027-11-01,1000.0,7.24,Tax-Exempt
BOND0482,32,3,978913C9,General Obligation,3.12,2014-06-01,2028-06-01,1000.0,8.63,Tax-Exempt
BOND0483,48,2,107653C3,General Obligation,5.44,2016-11-01,2035-11-01,1000.0,5.66,Tax-Exempt
BOND0484,48,2,442182B9,General Obligation,2.39,2019-04-01,2028-04-01,1000.0,5.52,Tax-Exempt
BOND0485,30,4,536780A9,General Obligation,2.48,2012-06-01,2021-06-01,1000.0,8.9,Tax-Exempt
BOND0486,20,4,223823C5,General Obligation,2.76,2012-09-01,2019-09-01,1000.0,3.01,Tax-Exempt
BOND0487,38,4,476665A7,Revenue,3.55,2016-12-01,2028-12-01,1000.0,8.37,Tax-Exempt
BOND0488,22,2,519212C5,Revenue,3.56,2017-01-01,2026-01-01,1000.0,7.52,Tax-Exempt
BOND0489,51,3,488959A6,Revenue,5.18,2022-04-01,2038-04-01,1000.0,9.49,Tax-Exempt
BOND0490,42,4,751042B4,General Obligation,3.57,2020-07-01,2025-07-01,1000.0,7.9,Tax-Exempt
